"","sent","freq"
"934","Students are in midterms and they will be testing all week",1
"935","We want to offer you one of the following two options: 1",1
"936","In January we have a guest speaker coming for a seminar lecture, we would love to have you come and visit, sit in on our seminar series and a class, as well as a meeting with our associate director",1
"937","If you want to visit in the fall, you can take a campus tour and have a 15min meeting with our Associate Director",1
"938","Please let me know which option works best for your calendar",1
"939","Again I apologize for the tardiness in response from our office",1
"940","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Manjola Zaganjori .",4
"941","Hello Jia: To answer your question, we only require a scanned transcript to evaluate your academic background in the admissions process",1
"942","In order for Northwestern to enroll you as a student, they require an official transcript from your university",1
"943","As long as it is sealed and signed from your Registrars office it is acceptable that you mail us the sealed transcript",1
"944","Please let me know if you have any other questions",5
"945","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: JIA XIAO .",1
"946","Hello Shuhan, We are currently accepting applications for the Fall of 2014, classes will begin at the end of September next fall",2
"947","Our application system URL is https://application.mccormick.northwestern.edu/?p=ap Please let me know if you have any other questions, Victoria L",2
"948","Dear Premanand Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",1
"949","To answer your question, yes",3
"950","You are an excellent candidate for MSiA",1
"951","We have a wide range of students enrolled in our program",1
"952","We have students coming straight from their undergraduate degree and others who have up to 10 years' experience in industry",1
"953","-----Original Message----- From: premanand tiwari .",1
"954","Hi Shuhan, Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
"955","Our minimum GPA is a 3.0 and the average of our students is around a 3.5",2
"956","I believe your numbers make you a qualified candidate and I hope to see your application",2
"957","From: ??",3
"958","Hello Hemdara: Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",2
